call_id,customer_id,agent_id,call_date_time,call_duration_sec,issue_category,call_status,resolution_status,first_call_resolution
811,1003,44,2025-03-01 04:33:00,38,Loan Status,Escalated,Pending,1
812,2870,3,2025-03-19 00:03:00,1055,Billing,Dropped,Pending,1
813,1645,36,2025-01-25 16:30:00,702,Complaint,Completed,Escalated,1
814,1117,3,2025-06-05 13:52:00,93,Billing,Dropped,Pending,1
815,3928,16,2025-01-25 17:40:00,439,Product Inquiry,Completed,Resolved,0
816,2629,53,2025-04-10 15:34:00,1164,Product Inquiry,Completed,Pending,1
817,3551,55,2025-05-07 19:47:00,121,Product Inquiry,Completed,Resolved,0
818,3021,33,2025-04-24 10:50:00,1131,Billing,Dropped,Resolved,0
819,1946,60,2025-03-05 07:54:00,1099,Complaint,Dropped,Pending,1
820,3621,81,2025-04-12 08:05:00,654,Loan Status,Dropped,Pending,1
821,2464,55,2025-03-21 04:10:00,280,Billing,Dropped,Resolved,1
822,1193,18,2025-03-02 10:45:00,485,Loan Status,Completed,Resolved,0
823,1846,4,2025-05-23 03:36:00,970,Complaint,Completed,Pending,1
824,3762,22,2024-12-25 03:55:00,801,Complaint,Completed,Resolved,1
825,2415,9,2025-06-08 16:21:00,639,Billing,Escalated,Resolved,1
826,4097,7,2025-06-08 07:06:00,1013,Technical,Escalated,Resolved,1
827,2458,56,2025-06-10 13:24:00,906,Loan Status,Completed,Resolved,1
828,3220,60,2025-04-06 06:40:00,736,Product Inquiry,Dropped,Pending,1
829,4371,30,2025-05-24 08:37:00,314,Loan Status,Dropped,Escalated,0
830,2668,19,2025-06-14 21:32:00,690,Complaint,Dropped,Escalated,1
831,3373,60,2025-04-23 04:37:00,504,Complaint,Completed,Resolved,0
832,2433,58,2025-04-02 21:46:00,925,Billing,Escalated,Escalated,0
833,2141,41,2025-03-19 17:55:00,1053,Technical,Escalated,Pending,0
834,3883,89,2025-05-20 17:27:00,335,Product Inquiry,Completed,Escalated,0
835,2810,28,2025-01-11 11:26:00,886,Loan Status,Dropped,Resolved,0
836,1723,56,2025-04-22 16:04:00,923,Technical,Escalated,Pending,0
837,1224,26,2025-05-22 19:54:00,544,Product Inquiry,Escalated,Pending,1
838,1531,72,2025-03-14 13:04:00,478,Complaint,Dropped,Escalated,0
839,1112,35,2025-06-02 12:34:00,820,Complaint,Completed,Resolved,1
840,3187,49,2025-01-14 01:29:00,904,Billing,Completed,Escalated,1
841,1558,80,2024-12-31 01:09:00,802,Billing,Escalated,Escalated,1
842,3048,49,2025-01-21 22:56:00,252,Loan Status,Escalated,Escalated,0
843,3137,62,2025-04-25 14:00:00,832,Technical,Dropped,Resolved,1
844,1653,75,2025-02-14 20:54:00,776,Technical,Dropped,Escalated,0
845,1319,34,2025-02-12 03:33:00,606,Product Inquiry,Dropped,Pending,1
846,2573,47,2025-02-18 21:01:00,757,Loan Status,Dropped,Resolved,1
847,2828,18,2025-05-18 13:29:00,511,Billing,Completed,Escalated,0
848,2917,19,2025-01-14 19:42:00,303,Loan Status,Completed,Escalated,1
849,1138,7,2025-05-31 09:23:00,310,Complaint,Escalated,Resolved,0
850,4582,23,2025-02-06 06:21:00,1050,Billing,Escalated,Resolved,0
851,4939,67,2025-03-22 18:27:00,987,Technical,Dropped,Escalated,1
852,3892,3,2025-01-25 10:15:00,1190,Billing,Dropped,Escalated,0
853,3026,53,2025-03-01 21:21:00,259,Complaint,Completed,Escalated,0
854,3306,29,2025-02-20 03:19:00,223,Billing,Escalated,Resolved,1
855,4744,97,2025-04-29 20:23:00,518,Technical,Escalated,Pending,1
856,1901,87,2025-05-04 06:42:00,918,Complaint,Completed,Resolved,0
857,1689,68,2025-01-01 02:42:00,231,Product Inquiry,Escalated,Resolved,1
858,3039,41,2025-05-22 14:19:00,921,Loan Status,Dropped,Pending,0
859,1009,55,2025-02-03 00:49:00,605,Product Inquiry,Completed,Resolved,0
860,1260,59,2024-12-31 12:22:00,701,Complaint,Completed,Escalated,0
861,2942,66,2025-01-21 21:09:00,1115,Complaint,Escalated,Escalated,0
862,2673,79,2025-03-04 06:46:00,1186,Complaint,Completed,Pending,1
863,3219,39,2025-02-10 10:10:00,149,Technical,Completed,Escalated,1
864,3945,45,2025-02-03 23:56:00,841,Complaint,Dropped,Pending,1
865,3060,54,2025-01-15 10:27:00,1066,Loan Status,Completed,Pending,0
866,2191,31,2025-03-30 17:55:00,847,Technical,Escalated,Pending,1
867,4713,13,2025-06-03 12:08:00,441,Complaint,Dropped,Escalated,1
868,2619,38,2025-02-05 17:19:00,260,Technical,Dropped,Resolved,1
869,1320,27,2025-02-06 05:53:00,998,Loan Status,Dropped,Resolved,0
870,2342,36,2025-04-10 15:58:00,257,Loan Status,Completed,Resolved,1
871,2636,28,2025-04-04 18:39:00,459,Technical,Escalated,Escalated,1
872,3376,35,2025-01-30 23:14:00,174,Billing,Dropped,Escalated,0
873,3832,82,2025-03-27 03:04:00,190,Product Inquiry,Dropped,Escalated,0
874,3824,73,2025-01-14 06:50:00,896,Complaint,Completed,Pending,0
875,2994,29,2025-05-28 21:12:00,318,Product Inquiry,Escalated,Resolved,0
876,3958,2,2025-01-19 06:40:00,113,Loan Status,Completed,Escalated,1
877,2943,38,2025-03-02 17:33:00,955,Product Inquiry,Dropped,Resolved,0
878,4621,94,2025-05-04 16:16:00,563,Billing,Completed,Pending,0
879,3038,61,2025-06-14 14:11:00,154,Product Inquiry,Completed,Resolved,0
880,4490,92,2025-03-27 14:42:00,210,Product Inquiry,Escalated,Resolved,0
881,4677,92,2025-03-15 07:46:00,1014,Loan Status,Escalated,Pending,1
882,2118,37,2025-06-20 16:09:00,459,Loan Status,Dropped,Escalated,0
883,4888,97,2025-03-29 02:13:00,1097,Complaint,Completed,Pending,0
884,2604,71,2025-06-17 07:39:00,872,Technical,Completed,Resolved,0
885,3365,91,2025-04-28 19:50:00,399,Complaint,Dropped,Resolved,0
886,1235,63,2025-02-23 06:49:00,959,Loan Status,Escalated,Pending,0
887,2969,60,2025-04-24 07:57:00,448,Complaint,Escalated,Pending,1
888,1333,73,2025-06-11 17:45:00,993,Product Inquiry,Dropped,Escalated,1
889,2908,83,2025-01-27 03:29:00,806,Product Inquiry,Completed,Resolved,0
890,1375,36,2024-12-30 09:42:00,1138,Loan Status,Dropped,Pending,0
891,4530,7,2025-03-27 17:03:00,822,Loan Status,Dropped,Resolved,1
892,2160,35,2025-04-27 05:16:00,108,Complaint,Escalated,Escalated,1
893,3635,46,2025-04-14 21:41:00,966,Complaint,Dropped,Pending,0
894,2570,5,2025-02-06 20:55:00,736,Product Inquiry,Completed,Pending,1
895,3560,60,2025-04-24 13:16:00,318,Technical,Dropped,Resolved,1
896,2319,87,2025-03-27 07:51:00,1006,Technical,Completed,Escalated,0
897,4391,52,2025-02-20 14:31:00,990,Loan Status,Dropped,Escalated,0
898,3965,72,2025-04-20 07:43:00,901,Complaint,Escalated,Pending,0
899,4643,59,2025-02-25 10:54:00,110,Technical,Escalated,Resolved,1
900,2855,38,2025-02-22 23:08:00,1175,Complaint,Escalated,Resolved,0
901,2372,93,2025-02-26 00:48:00,599,Billing,Completed,Pending,1
902,4911,35,2025-01-24 08:25:00,841,Product Inquiry,Dropped,Resolved,1
903,4850,88,2025-03-16 13:52:00,531,Complaint,Completed,Pending,0
904,1872,99,2025-01-03 03:06:00,1101,Complaint,Escalated,Escalated,1
905,2252,95,2025-02-02 22:32:00,962,Complaint,Escalated,Escalated,1
906,3317,99,2025-03-14 16:34:00,694,Technical,Completed,Pending,0
907,2851,20,2025-05-12 09:33:00,438,Complaint,Dropped,Pending,1
908,3845,42,2025-01-07 12:27:00,854,Billing,Escalated,Pending,0
909,2314,96,2025-01-09 01:21:00,1066,Technical,Dropped,Escalated,0
910,1724,76,2025-03-31 06:56:00,253,Loan Status,Dropped,Pending,0
911,4236,69,2025-02-25 13:48:00,256,Loan Status,Escalated,Pending,1
912,3052,2,2025-04-22 10:44:00,1017,Product Inquiry,Completed,Escalated,0
913,3898,40,2025-05-18 03:39:00,220,Billing,Dropped,Escalated,1
914,4450,40,2025-02-28 11:34:00,791,Complaint,Dropped,Pending,1
915,1077,42,2025-06-11 08:22:00,731,Billing,Dropped,Resolved,0
916,4481,35,2025-01-22 07:35:00,1053,Loan Status,Dropped,Resolved,0
917,3621,36,2024-12-26 13:41:00,497,Complaint,Completed,Escalated,0
918,1131,74,2025-01-24 03:59:00,57,Billing,Escalated,Escalated,1
919,1600,93,2025-03-06 10:51:00,1013,Technical,Dropped,Pending,0
920,2772,100,2025-05-14 11:46:00,1095,Complaint,Dropped,Pending,0
921,2065,16,2025-01-21 00:29:00,67,Technical,Dropped,Pending,1
922,3136,91,2025-02-18 11:55:00,1162,Billing,Dropped,Pending,0
923,3449,29,2025-02-19 19:29:00,1186,Complaint,Escalated,Resolved,1
924,3343,98,2025-02-15 01:22:00,539,Product Inquiry,Escalated,Resolved,1
925,2863,11,2025-04-01 07:57:00,192,Product Inquiry,Escalated,Escalated,0
926,2318,95,2025-02-21 20:47:00,333,Loan Status,Escalated,Pending,1
927,1615,58,2025-05-29 10:49:00,776,Complaint,Escalated,Pending,1
928,4597,38,2025-03-29 05:22:00,811,Billing,Completed,Resolved,1
929,3847,24,2025-02-25 23:34:00,83,Product Inquiry,Escalated,Resolved,1
930,4762,55,2025-04-18 22:52:00,403,Loan Status,Escalated,Escalated,0
931,4708,88,2025-01-05 21:00:00,906,Complaint,Dropped,Resolved,1
932,3469,34,2024-12-25 12:07:00,779,Product Inquiry,Dropped,Pending,0
933,2888,84,2025-03-10 19:33:00,1095,Complaint,Dropped,Pending,1
934,2046,55,2025-01-12 01:31:00,757,Loan Status,Escalated,Escalated,0
935,1574,65,2025-02-14 14:59:00,636,Billing,Dropped,Escalated,0
936,3190,79,2025-03-08 22:26:00,847,Loan Status,Escalated,Pending,0
937,1992,6,2025-03-03 18:22:00,666,Billing,Completed,Pending,1
938,3712,86,2025-01-10 11:15:00,371,Technical,Dropped,Escalated,1
939,3192,36,2025-03-14 19:06:00,690,Product Inquiry,Dropped,Pending,1
940,2248,31,2025-01-07 06:13:00,191,Technical,Dropped,Escalated,1
941,4054,77,2025-02-14 21:25:00,69,Billing,Completed,Escalated,0
942,1502,27,2025-04-24 16:00:00,827,Complaint,Dropped,Resolved,1
943,2997,3,2025-06-20 03:10:00,739,Billing,Escalated,Pending,1
944,1820,2,2025-01-30 07:35:00,658,Billing,Completed,Escalated,1
945,4687,65,2025-02-17 18:40:00,54,Complaint,Completed,Resolved,0
946,3151,35,2025-04-27 15:07:00,994,Technical,Dropped,Escalated,1
947,4110,84,2025-05-29 15:07:00,96,Product Inquiry,Completed,Escalated,0
948,2970,61,2025-01-06 03:53:00,726,Billing,Escalated,Escalated,1
949,1197,12,2025-04-13 16:03:00,332,Billing,Dropped,Resolved,1
950,2669,28,2025-04-03 16:15:00,1048,Product Inquiry,Escalated,Escalated,1
951,3626,60,2025-04-17 22:12:00,507,Billing,Escalated,Resolved,1
952,3438,64,2025-01-16 01:27:00,134,Product Inquiry,Dropped,Escalated,0
953,2202,51,2025-01-30 09:03:00,686,Product Inquiry,Dropped,Pending,0
954,3601,87,2025-05-23 22:27:00,1103,Product Inquiry,Completed,Escalated,0
955,2471,16,2025-02-22 15:20:00,631,Complaint,Completed,Pending,0
956,4571,66,2025-04-29 02:12:00,418,Technical,Completed,Resolved,0
957,4086,66,2025-05-05 00:50:00,993,Technical,Escalated,Escalated,1
958,2646,47,2025-05-06 12:22:00,458,Loan Status,Dropped,Pending,1
959,2692,38,2025-01-11 15:49:00,46,Complaint,Escalated,Resolved,1
960,2312,71,2025-06-07 00:07:00,472,Loan Status,Dropped,Resolved,1
961,3035,72,2025-02-20 06:06:00,1046,Technical,Escalated,Escalated,1
962,1477,41,2025-03-23 09:53:00,407,Technical,Completed,Resolved,1
963,2254,85,2025-06-13 13:38:00,421,Technical,Dropped,Resolved,0
964,1922,70,2025-02-20 23:48:00,59,Billing,Completed,Resolved,0
965,1419,77,2025-02-03 21:34:00,160,Loan Status,Dropped,Resolved,0
966,3204,62,2025-05-22 07:33:00,430,Complaint,Escalated,Pending,1
967,3597,79,2025-03-04 18:38:00,152,Loan Status,Completed,Resolved,0
968,4512,87,2025-02-20 22:06:00,80,Technical,Escalated,Escalated,1
969,2120,49,2025-04-24 21:35:00,949,Complaint,Dropped,Resolved,0
970,4068,70,2025-06-14 08:39:00,103,Loan Status,Escalated,Pending,1
971,4044,46,2025-02-14 17:33:00,140,Technical,Completed,Escalated,0
972,4482,21,2025-04-22 13:48:00,206,Technical,Completed,Resolved,1
973,1950,47,2025-04-09 18:13:00,1073,Complaint,Completed,Escalated,0
974,3336,57,2025-01-22 13:26:00,234,Product Inquiry,Escalated,Pending,0
975,2277,99,2025-05-20 00:07:00,570,Complaint,Escalated,Pending,0
976,3243,35,2025-03-13 21:13:00,1062,Product Inquiry,Dropped,Pending,1
977,3645,58,2025-03-06 01:36:00,1086,Billing,Completed,Resolved,0
978,2857,28,2024-12-25 14:11:00,181,Complaint,Escalated,Escalated,1
979,4593,79,2025-01-15 09:08:00,109,Product Inquiry,Dropped,Pending,0
980,1516,78,2025-05-24 19:37:00,875,Loan Status,Escalated,Escalated,0
981,2658,80,2025-02-18 23:44:00,155,Technical,Completed,Resolved,0
982,2865,29,2025-02-08 22:12:00,537,Billing,Completed,Escalated,0
983,3912,44,2025-06-04 13:19:00,404,Complaint,Completed,Pending,1
984,2141,44,2025-01-03 08:01:00,1018,Product Inquiry,Escalated,Resolved,1
985,3853,75,2025-04-01 15:07:00,563,Loan Status,Completed,Resolved,1
986,2932,39,2025-05-16 20:04:00,180,Product Inquiry,Completed,Resolved,1
987,4230,59,2025-03-23 08:05:00,247,Complaint,Escalated,Pending,0
988,1814,25,2025-05-02 23:02:00,311,Product Inquiry,Escalated,Resolved,0
989,3275,6,2025-06-06 19:15:00,334,Complaint,Escalated,Pending,0
990,2900,48,2025-03-22 19:24:00,691,Product Inquiry,Dropped,Resolved,0
991,3263,16,2025-03-02 19:09:00,683,Technical,Dropped,Pending,0
992,3995,54,2025-04-17 03:45:00,1117,Complaint,Dropped,Resolved,1
993,4767,31,2025-04-09 10:23:00,202,Complaint,Completed,Resolved,1
994,3062,98,2025-06-10 07:08:00,733,Billing,Completed,Resolved,0
995,4228,19,2025-05-05 16:48:00,426,Technical,Escalated,Escalated,0
996,4719,92,2025-03-28 18:05:00,773,Complaint,Escalated,Pending,1
997,4332,61,2025-04-17 05:56:00,80,Loan Status,Escalated,Pending,1
998,4228,80,2025-01-25 05:12:00,649,Product Inquiry,Escalated,Escalated,0
999,3094,44,2025-02-27 18:54:00,913,Loan Status,Completed,Pending,1
1000,3371,21,2025-01-02 05:10:00,304,Product Inquiry,Dropped,Pending,1
1001,3891,34,2025-03-31 08:32:00,717,Product Inquiry,Escalated,Escalated,0
1002,4756,86,2025-01-21 14:51:00,895,Billing,Dropped,Resolved,0
1003,1129,56,2025-01-22 13:42:00,613,Complaint,Dropped,Pending,1
1004,4482,44,2025-01-23 02:09:00,391,Product Inquiry,Escalated,Pending,0
1005,1094,22,2025-03-08 03:26:00,429,Billing,Dropped,Escalated,1
1006,3674,68,2025-05-17 15:50:00,824,Loan Status,Completed,Pending,0
1007,3802,79,2025-04-29 22:49:00,592,Billing,Escalated,Pending,0
1008,2955,42,2025-04-22 02:50:00,1137,Loan Status,Completed,Escalated,1
1009,4363,30,2025-03-15 09:33:00,256,Complaint,Dropped,Escalated,1
1010,1793,85,2025-01-19 18:44:00,46,Product Inquiry,Escalated,Resolved,1
1011,2834,15,2025-04-11 00:51:00,249,Technical,Completed,Escalated,0
1012,4354,3,2025-01-30 07:41:00,613,Loan Status,Dropped,Escalated,0
1013,3116,25,2025-04-10 11:09:00,481,Product Inquiry,Completed,Resolved,1
1014,2683,22,2025-06-11 19:37:00,655,Technical,Escalated,Resolved,1
1015,1010,28,2024-12-25 11:31:00,499,Technical,Completed,Resolved,1
1016,4325,5,2025-02-08 23:44:00,380,Loan Status,Escalated,Escalated,1
1017,2865,34,2025-01-14 21:02:00,1158,Product Inquiry,Escalated,Escalated,0
1018,3919,47,2025-01-15 22:18:00,932,Technical,Escalated,Resolved,1
1019,3597,76,2025-05-02 02:31:00,93,Billing,Escalated,Escalated,1
1020,4205,57,2025-05-13 09:18:00,979,Billing,Completed,Pending,0
1021,1711,2,2025-02-15 14:29:00,468,Product Inquiry,Escalated,Pending,0
1022,3070,84,2025-03-23 21:44:00,926,Complaint,Escalated,Resolved,0
1023,1814,28,2025-04-15 04:06:00,610,Billing,Dropped,Pending,0
1024,1345,56,2025-01-01 13:13:00,61,Loan Status,Escalated,Pending,1
1025,3349,89,2025-02-12 00:24:00,30,Product Inquiry,Dropped,Escalated,0
1026,1362,53,2025-04-04 10:29:00,735,Technical,Dropped,Resolved,1
1027,3443,58,2025-01-15 08:10:00,1035,Billing,Dropped,Resolved,1
1028,3265,60,2025-03-25 10:07:00,745,Product Inquiry,Completed,Resolved,0
1029,3188,72,2025-02-05 11:41:00,615,Product Inquiry,Dropped,Escalated,0
1030,4687,41,2025-04-26 17:49:00,181,Complaint,Dropped,Escalated,1
1031,4005,7,2025-06-06 09:00:00,399,Technical,Dropped,Resolved,1
1032,4281,60,2025-03-16 05:23:00,592,Technical,Dropped,Pending,0
1033,1984,59,2025-04-24 14:41:00,878,Technical,Escalated,Escalated,1
1034,4040,50,2025-01-01 23:23:00,287,Loan Status,Escalated,Escalated,1
1035,4694,74,2025-04-26 00:05:00,551,Product Inquiry,Completed,Pending,1
1036,2639,89,2025-05-25 14:47:00,994,Loan Status,Escalated,Resolved,0
1037,1827,32,2025-05-12 06:06:00,1156,Loan Status,Completed,Escalated,0
1038,3730,80,2025-05-17 18:24:00,675,Product Inquiry,Dropped,Pending,1
1039,4531,2,2025-05-29 14:51:00,219,Technical,Dropped,Pending,1
1040,4051,78,2025-02-19 11:13:00,607,Product Inquiry,Completed,Pending,0
1041,1355,3,2025-06-01 23:07:00,865,Complaint,Completed,Pending,1
1042,4055,85,2025-04-08 22:45:00,892,Product Inquiry,Dropped,Pending,1
1043,2347,15,2025-03-17 11:15:00,677,Product Inquiry,Escalated,Pending,0
1044,4204,16,2025-05-22 11:05:00,636,Billing,Escalated,Resolved,1
1045,3935,98,2025-03-22 19:15:00,534,Complaint,Completed,Escalated,1
1046,4876,26,2025-04-21 20:16:00,407,Billing,Completed,Escalated,0
1047,2863,31,2025-01-08 21:12:00,374,Technical,Escalated,Pending,0
1048,1126,86,2025-05-30 06:04:00,1012,Technical,Completed,Escalated,1
1049,4177,49,2025-05-11 18:55:00,840,Complaint,Escalated,Escalated,0
1050,4056,54,2025-01-05 13:02:00,92,Loan Status,Dropped,Pending,0
1051,1603,29,2025-04-12 03:48:00,878,Product Inquiry,Escalated,Escalated,1
1052,4870,9,2025-02-04 16:46:00,809,Billing,Completed,Escalated,1
1053,4449,92,2025-02-11 14:10:00,895,Complaint,Escalated,Escalated,1
1054,2928,47,2025-04-27 01:58:00,977,Billing,Escalated,Escalated,1
1055,2013,17,2025-02-20 15:26:00,568,Product Inquiry,Completed,Resolved,1
1056,1050,32,2025-04-25 18:32:00,934,Loan Status,Escalated,Escalated,1
1057,4100,6,2025-05-21 21:45:00,1135,Billing,Escalated,Pending,0
1058,4533,43,2025-05-11 15:13:00,577,Complaint,Escalated,Pending,1
1059,4367,48,2025-03-28 18:39:00,497,Product Inquiry,Escalated,Resolved,1
1060,4368,44,2025-06-14 23:02:00,263,Product Inquiry,Escalated,Escalated,1
1061,4797,20,2025-05-04 09:58:00,108,Loan Status,Escalated,Pending,0
1062,3826,68,2025-05-17 11:27:00,1029,Complaint,Escalated,Escalated,0
1063,2430,83,2025-05-27 05:31:00,819,Product Inquiry,Dropped,Pending,1
1064,2792,40,2025-02-19 19:13:00,1100,Billing,Completed,Resolved,0
1065,3861,87,2025-04-09 21:16:00,558,Technical,Dropped,Escalated,1
1066,2636,51,2025-02-04 22:02:00,926,Complaint,Dropped,Resolved,1
1067,4476,71,2025-01-06 08:00:00,374,Billing,Dropped,Pending,1
1068,4417,56,2025-02-22 14:52:00,305,Loan Status,Dropped,Pending,1
1069,2645,90,2025-03-19 20:47:00,432,Loan Status,Escalated,Resolved,0
1070,3467,2,2025-03-13 22:43:00,283,Product Inquiry,Dropped,Pending,1
1071,2205,43,2025-02-01 10:49:00,1068,Loan Status,Escalated,Resolved,1
1072,4030,41,2025-04-19 00:00:00,1030,Technical,Completed,Escalated,0
1073,3872,43,2025-05-01 02:34:00,566,Billing,Completed,Escalated,0
1074,4072,46,2025-03-23 04:47:00,192,Complaint,Dropped,Pending,1
1075,2854,5,2025-04-01 08:04:00,1161,Product Inquiry,Escalated,Resolved,0
1076,1566,88,2025-01-21 09:37:00,92,Complaint,Dropped,Pending,0
1077,3418,46,2025-04-21 06:54:00,272,Billing,Completed,Resolved,0
1078,1935,57,2025-02-26 17:59:00,332,Technical,Completed,Resolved,0
1079,2934,71,2025-01-03 02:41:00,992,Billing,Escalated,Escalated,1
1080,3708,72,2025-03-22 19:16:00,1169,Billing,Dropped,Pending,0
1081,4502,23,2025-05-10 07:21:00,349,Product Inquiry,Escalated,Resolved,1
1082,4016,65,2025-01-19 05:51:00,1075,Complaint,Escalated,Resolved,0
1083,2332,7,2025-06-15 20:59:00,994,Billing,Completed,Pending,0
1084,4208,6,2025-01-02 05:35:00,519,Billing,Dropped,Escalated,0
1085,1201,89,2025-05-14 18:50:00,647,Technical,Escalated,Escalated,0
1086,4507,65,2025-06-11 07:32:00,871,Loan Status,Dropped,Resolved,0
1087,3360,97,2025-03-28 02:58:00,412,Technical,Escalated,Escalated,0
1088,1116,45,2025-04-28 06:17:00,1183,Complaint,Escalated,Escalated,0
1089,4737,21,2025-06-18 22:52:00,1179,Complaint,Dropped,Pending,0
1090,1936,93,2025-02-18 18:38:00,399,Product Inquiry,Completed,Pending,1
1091,4874,79,2025-03-27 16:43:00,769,Loan Status,Completed,Resolved,1
1092,1574,86,2025-05-17 00:03:00,438,Complaint,Dropped,Resolved,0
1093,3291,32,2024-12-24 23:32:00,858,Loan Status,Dropped,Resolved,1
1094,1536,38,2025-01-18 04:22:00,290,Technical,Completed,Resolved,1
1095,2625,81,2025-03-23 19:16:00,57,Complaint,Dropped,Pending,1
1096,3122,100,2025-02-17 10:38:00,878,Billing,Completed,Escalated,1
1097,4877,13,2025-05-01 19:38:00,479,Complaint,Escalated,Resolved,0
1098,1385,38,2025-04-28 23:26:00,556,Loan Status,Escalated,Escalated,0
1099,4974,44,2025-01-21 13:23:00,212,Complaint,Dropped,Resolved,0
1100,4281,87,2025-05-27 03:19:00,405,Product Inquiry,Escalated,Pending,0
1101,1474,69,2025-06-20 01:30:00,239,Billing,Escalated,Resolved,1
1102,1417,19,2025-02-19 17:46:00,555,Product Inquiry,Escalated,Resolved,1
1103,3394,81,2025-01-18 01:04:00,61,Technical,Completed,Pending,1
1104,4600,82,2025-04-09 17:35:00,73,Complaint,Escalated,Pending,0
1105,3687,26,2025-04-14 22:35:00,915,Complaint,Dropped,Escalated,0
1106,1938,73,2024-12-25 05:40:00,145,Technical,Dropped,Pending,0
1107,1954,60,2025-03-19 03:30:00,401,Product Inquiry,Completed,Resolved,1
1108,1875,59,2025-04-05 03:53:00,1024,Billing,Dropped,Resolved,1
1109,1762,91,2025-05-06 00:03:00,471,Product Inquiry,Dropped,Resolved,0
1110,2202,54,2025-03-01 04:54:00,643,Loan Status,Escalated,Resolved,0
1111,2205,85,2025-06-05 17:56:00,1057,Product Inquiry,Escalated,Escalated,0
1112,1663,90,2025-01-02 18:30:00,1038,Billing,Dropped,Pending,1
1113,1024,89,2025-05-01 17:08:00,267,Complaint,Completed,Resolved,0
1114,2990,14,2025-03-05 03:47:00,88,Product Inquiry,Escalated,Escalated,0
1115,2203,10,2025-04-02 16:51:00,954,Technical,Escalated,Resolved,1
1116,1709,69,2025-01-22 02:59:00,944,Billing,Dropped,Resolved,0
1117,4572,19,2025-05-28 02:25:00,801,Complaint,Escalated,Pending,1
1118,2879,17,2025-04-26 15:33:00,984,Billing,Escalated,Pending,0
1119,2184,6,2025-04-28 08:16:00,332,Technical,Completed,Resolved,0
1120,3224,11,2025-01-25 05:12:00,1010,Loan Status,Escalated,Pending,1
1121,1284,93,2025-02-04 09:27:00,510,Billing,Escalated,Pending,1
1122,1062,46,2025-03-05 04:35:00,258,Billing,Completed,Pending,0
1123,2002,55,2025-04-28 13:53:00,1193,Product Inquiry,Escalated,Escalated,0
1124,1661,32,2025-03-01 15:01:00,83,Technical,Completed,Escalated,1
1125,3713,34,2025-05-01 06:30:00,471,Technical,Dropped,Pending,1
1126,3203,84,2025-01-28 10:32:00,604,Loan Status,Escalated,Escalated,1
1127,4953,1,2025-04-23 18:16:00,1196,Technical,Escalated,Escalated,1
1128,2492,82,2025-04-02 08:10:00,614,Billing,Escalated,Escalated,0
1129,4120,86,2025-03-18 16:26:00,1150,Loan Status,Escalated,Escalated,1
1130,1966,62,2025-02-23 01:15:00,621,Technical,Escalated,Pending,1
1131,1848,75,2025-05-23 11:31:00,159,Loan Status,Completed,Escalated,0
1132,2107,79,2025-01-15 18:29:00,546,Technical,Dropped,Escalated,1
1133,4432,81,2025-05-07 00:23:00,973,Technical,Completed,Escalated,0
1134,1688,23,2025-05-15 06:22:00,210,Product Inquiry,Completed,Pending,1
1135,1147,78,2025-05-11 00:21:00,647,Technical,Dropped,Pending,1
1136,4701,88,2025-06-07 23:34:00,1037,Loan Status,Dropped,Pending,0
1137,1341,18,2025-03-20 00:39:00,266,Billing,Completed,Escalated,1
1138,3523,67,2025-03-01 00:29:00,541,Product Inquiry,Escalated,Escalated,1
1139,2086,61,2025-05-12 08:45:00,562,Technical,Dropped,Escalated,0
1140,2724,58,2025-02-12 22:16:00,991,Technical,Escalated,Escalated,0
1141,2383,71,2025-03-06 09:33:00,254,Loan Status,Completed,Escalated,0
1142,3608,18,2025-02-14 01:26:00,232,Product Inquiry,Dropped,Escalated,0
1143,1326,76,2025-05-11 15:42:00,1094,Technical,Escalated,Escalated,1
1144,2792,90,2025-03-13 11:28:00,884,Billing,Dropped,Pending,0
1145,2759,56,2025-04-25 16:04:00,963,Billing,Completed,Escalated,0
1146,4212,43,2025-04-18 14:07:00,165,Technical,Completed,Pending,0
1147,1989,49,2025-02-26 12:39:00,1086,Billing,Escalated,Escalated,1
1148,3262,63,2025-05-31 06:14:00,1082,Product Inquiry,Escalated,Resolved,0
1149,3482,2,2025-01-23 04:07:00,1110,Technical,Escalated,Escalated,0
1150,4962,88,2025-04-09 19:37:00,1019,Loan Status,Dropped,Resolved,0
1151,1951,8,2025-04-22 01:20:00,474,Product Inquiry,Escalated,Pending,1
1152,1722,18,2025-03-23 22:45:00,400,Billing,Dropped,Pending,1
1153,4389,20,2025-04-28 02:34:00,968,Technical,Dropped,Pending,1
1154,3079,57,2025-03-24 06:09:00,667,Product Inquiry,Escalated,Resolved,0
1155,3717,20,2025-04-01 20:11:00,951,Billing,Completed,Resolved,0
1156,3332,7,2025-02-21 11:32:00,515,Technical,Completed,Resolved,0
1157,4376,15,2025-03-02 02:34:00,287,Complaint,Escalated,Pending,1
1158,1428,39,2025-03-30 05:31:00,468,Loan Status,Escalated,Escalated,1
1159,2500,58,2025-01-19 13:39:00,631,Billing,Escalated,Pending,0
1160,1285,18,2025-01-10 00:18:00,47,Billing,Completed,Pending,0
1161,4215,89,2025-04-10 11:53:00,248,Complaint,Completed,Resolved,0
1162,4495,36,2025-06-18 19:31:00,541,Complaint,Completed,Resolved,1
1163,4090,2,2025-05-16 23:27:00,238,Product Inquiry,Dropped,Resolved,1
