escalation_id,call_id,escalation_reason,escalated_to,escalation_date
1163,25457,Repeated Issue,Legal,2025-01-10 06:45:07
1164,47990,Repeated Issue,Supervisor,2025-03-24 00:46:05
1165,47153,Repeated Issue,Backend Team,2025-06-03 19:37:29
1166,1991,High-value Customer,Legal,2025-04-27 08:33:30
1167,48001,High-value Customer,Supervisor,2025-05-29 14:31:52
1168,96897,Policy Exception,Backend Team,2025-03-25 04:57:00
1169,32239,Repeated Issue,Supervisor,2025-02-28 14:08:49
1170,1904,Repeated Issue,Supervisor,2025-05-05 15:19:44
1171,62287,Repeated Issue,Backend Team,2025-04-20 03:16:16
1172,28819,Policy Exception,Backend Team,2025-05-25 13:06:27
1173,91482,Policy Exception,Supervisor,2025-03-02 19:37:45
1174,40597,Policy Exception,Supervisor,2025-03-05 15:54:06
1175,4219,Repeated Issue,Backend Team,2025-03-06 08:44:01
1176,6029,Repeated Issue,Supervisor,2025-05-06 01:15:40
1177,98066,Repeated Issue,Backend Team,2025-04-15 03:41:20
1178,85513,Repeated Issue,Supervisor,2025-03-17 10:58:11
1179,94879,Repeated Issue,Legal,2025-05-04 14:01:20
1180,8354,High-value Customer,Legal,2025-05-10 11:39:46
1181,31333,Repeated Issue,Legal,2025-03-24 07:40:08
1182,89204,Policy Exception,Legal,2025-01-18 10:29:30
1183,30721,Technical Issue,Supervisor,2025-05-03 14:36:30
1184,83578,Technical Issue,Legal,2025-01-07 16:06:42
1185,43173,Policy Exception,Legal,2025-03-11 19:25:35
1186,52745,High-value Customer,Legal,2025-05-24 06:45:21
1187,94467,High-value Customer,Backend Team,2025-06-08 18:15:03
1188,53006,High-value Customer,Backend Team,2025-05-29 00:37:56
1189,76041,Policy Exception,Legal,2025-03-06 10:12:35
1190,68532,Repeated Issue,Backend Team,2025-03-23 17:15:23
1191,56949,Technical Issue,Legal,2025-05-02 20:47:28
1192,91695,High-value Customer,Supervisor,2025-01-26 02:42:12
1193,73492,Policy Exception,Supervisor,2025-01-14 19:01:44
1194,27793,Technical Issue,Supervisor,2025-04-08 01:30:30
1195,76067,High-value Customer,Backend Team,2025-06-15 03:08:29
1196,53119,High-value Customer,Legal,2025-05-29 11:49:24
1197,65488,Repeated Issue,Legal,2025-03-10 01:15:43
1198,45641,High-value Customer,Supervisor,2025-05-22 17:57:02
1199,20184,Repeated Issue,Supervisor,2025-03-03 08:32:25
1200,86995,Repeated Issue,Backend Team,2025-04-24 18:34:49
1201,90317,High-value Customer,Supervisor,2025-03-05 09:30:23
1202,75462,Repeated Issue,Backend Team,2025-01-02 22:11:00
1203,54319,Policy Exception,Backend Team,2025-06-06 07:12:31
1204,57208,Repeated Issue,Backend Team,2025-04-19 10:39:52
1205,80939,High-value Customer,Backend Team,2025-03-01 15:46:44
1206,80269,Repeated Issue,Legal,2025-01-25 06:37:32
1207,53937,Policy Exception,Legal,2025-06-19 09:50:55
1208,31764,Technical Issue,Legal,2025-02-24 00:20:40
1209,10894,Repeated Issue,Backend Team,2025-02-27 18:48:23
1210,14076,Technical Issue,Backend Team,2025-02-08 21:01:22
1211,1385,High-value Customer,Backend Team,2025-05-12 17:13:46
1212,80259,Policy Exception,Backend Team,2025-05-18 03:11:07
1213,22307,Policy Exception,Supervisor,2025-02-27 20:29:56
1214,19335,Policy Exception,Backend Team,2025-04-03 10:24:02
1215,17537,High-value Customer,Legal,2025-02-24 19:03:20
1216,21146,Repeated Issue,Supervisor,2025-01-02 03:44:16
1217,28600,Repeated Issue,Supervisor,2025-05-02 19:54:13
1218,35218,Policy Exception,Supervisor,2025-05-31 09:28:58
1219,70271,Policy Exception,Legal,2025-01-27 09:13:45
1220,83206,Technical Issue,Supervisor,2025-05-29 18:21:04
1221,61979,Repeated Issue,Backend Team,2025-01-06 23:34:11
1222,33663,Policy Exception,Legal,2025-05-11 22:01:10
1223,2362,Technical Issue,Legal,2025-06-22 00:28:07
1224,39907,Repeated Issue,Backend Team,2025-02-10 10:28:14
1225,93112,Policy Exception,Backend Team,2025-03-21 17:24:35
1226,50131,Policy Exception,Legal,2025-03-27 00:33:51
1227,66493,Repeated Issue,Supervisor,2025-06-08 22:43:28
1228,78325,High-value Customer,Supervisor,2025-04-27 06:55:54
1229,93543,Technical Issue,Legal,2025-01-22 01:11:59
1230,81213,High-value Customer,Backend Team,2025-03-22 08:55:18
1231,59917,Repeated Issue,Legal,2025-05-20 07:57:50
1232,66102,High-value Customer,Legal,2025-05-06 06:11:32
1233,63940,Policy Exception,Backend Team,2024-12-26 20:45:56
1234,98711,Policy Exception,Legal,2025-06-22 09:14:40
1235,57421,Repeated Issue,Backend Team,2025-05-17 18:57:05
1236,16453,Policy Exception,Legal,2025-01-14 22:04:46
1237,94483,Policy Exception,Legal,2025-03-06 16:08:47
1238,56127,Technical Issue,Supervisor,2025-02-25 04:40:17
1239,56057,High-value Customer,Supervisor,2025-05-14 14:40:36
1240,42744,Repeated Issue,Legal,2025-02-23 12:46:14
1241,71184,Policy Exception,Backend Team,2025-02-12 06:50:30
1242,2132,High-value Customer,Backend Team,2025-03-05 10:15:25
1243,31177,Repeated Issue,Supervisor,2025-06-01 01:34:59
1244,84085,Repeated Issue,Backend Team,2025-02-15 10:58:41
1245,22995,Policy Exception,Legal,2025-01-16 19:51:32
1246,1214,Policy Exception,Supervisor,2025-02-13 05:34:14
1247,31999,Technical Issue,Supervisor,2025-01-09 20:29:03
1248,94804,Technical Issue,Legal,2024-12-30 19:10:47
1249,2407,Technical Issue,Backend Team,2025-03-13 16:20:14
1250,17612,Technical Issue,Supervisor,2025-05-12 09:25:51
1251,27513,Technical Issue,Supervisor,2025-03-30 16:45:27
1252,88958,Policy Exception,Legal,2025-01-20 17:31:19
1253,65613,Repeated Issue,Legal,2025-01-17 05:55:39
1254,32263,Policy Exception,Legal,2025-06-07 11:11:04
1255,47442,Technical Issue,Legal,2025-02-20 15:11:03
1256,17225,Repeated Issue,Legal,2025-03-29 17:14:01
1257,53234,Policy Exception,Legal,2025-01-23 05:27:46
1258,42004,Policy Exception,Legal,2025-02-06 15:39:34
1259,40802,Technical Issue,Backend Team,2025-05-30 08:37:28
1260,3532,Repeated Issue,Backend Team,2025-03-16 14:25:44
1261,27364,Repeated Issue,Legal,2025-01-21 23:45:07
1262,85603,Technical Issue,Supervisor,2025-06-12 21:05:50
1263,13145,Technical Issue,Backend Team,2025-03-27 15:00:56
1264,47782,Repeated Issue,Backend Team,2025-02-07 07:18:43
1265,69127,High-value Customer,Supervisor,2025-04-26 15:02:42
1266,63395,Policy Exception,Backend Team,2024-12-28 20:41:53
1267,27883,Repeated Issue,Legal,2025-02-07 07:57:49
1268,54567,Policy Exception,Legal,2025-04-26 12:29:51
1269,86116,Technical Issue,Backend Team,2025-04-22 23:36:33
1270,98615,Policy Exception,Legal,2025-03-15 12:36:32
1271,25024,Technical Issue,Supervisor,2025-04-12 16:24:06
1272,7772,Policy Exception,Backend Team,2025-06-13 21:01:01
1273,53635,Policy Exception,Supervisor,2025-04-26 04:59:34
1274,79287,Repeated Issue,Supervisor,2025-02-14 13:07:06
1275,1145,High-value Customer,Legal,2025-03-29 19:02:40
1276,95999,High-value Customer,Backend Team,2024-12-31 04:54:30
1277,92858,Repeated Issue,Backend Team,2025-05-20 19:46:19
1278,85022,High-value Customer,Legal,2024-12-28 02:11:48
1279,94686,High-value Customer,Legal,2025-06-20 17:05:18
1280,15186,Policy Exception,Backend Team,2025-06-03 19:57:34
1281,45816,High-value Customer,Legal,2025-01-23 03:48:20
1282,59921,Technical Issue,Legal,2025-05-30 08:14:59
1283,81436,Policy Exception,Legal,2025-01-31 12:22:29
1284,57507,Technical Issue,Backend Team,2025-04-03 22:14:00
1285,730,Policy Exception,Legal,2025-03-18 06:52:46
1286,6587,Policy Exception,Backend Team,2025-01-23 17:29:33
1287,88818,Repeated Issue,Backend Team,2025-03-21 17:17:38
1288,97954,Repeated Issue,Legal,2025-02-07 20:29:20
1289,78878,Repeated Issue,Legal,2025-02-08 02:56:40
1290,6334,Technical Issue,Legal,2025-05-06 13:54:12
1291,25623,Repeated Issue,Legal,2025-06-14 22:58:04
1292,28322,Policy Exception,Supervisor,2025-03-31 22:41:22
1293,19491,High-value Customer,Legal,2025-01-07 07:55:17
1294,94456,Repeated Issue,Legal,2025-02-19 17:33:04
1295,81042,Technical Issue,Backend Team,2025-05-15 20:42:40
1296,81419,High-value Customer,Legal,2025-02-19 19:49:04
1297,80899,Repeated Issue,Supervisor,2025-04-22 16:01:46
1298,70138,Technical Issue,Backend Team,2025-04-26 12:58:48
1299,44215,High-value Customer,Legal,2025-05-16 06:51:00
1300,32788,Policy Exception,Backend Team,2025-05-07 11:19:02
1301,94000,Policy Exception,Supervisor,2025-02-04 06:33:34
1302,83155,Repeated Issue,Supervisor,2025-04-25 18:26:21
1303,31539,Repeated Issue,Legal,2025-05-06 15:56:37
1304,93065,High-value Customer,Backend Team,2025-04-07 00:05:48
1305,16992,Technical Issue,Legal,2025-04-21 07:24:31
1306,35897,Repeated Issue,Supervisor,2025-06-20 16:18:54
1307,27288,High-value Customer,Backend Team,2024-12-25 16:02:41
1308,87052,Policy Exception,Supervisor,2025-06-18 22:05:11
1309,76002,Repeated Issue,Supervisor,2025-02-06 18:42:26
1310,15414,Repeated Issue,Backend Team,2025-03-07 20:28:12
1311,19407,High-value Customer,Legal,2025-03-18 06:27:20
1312,70143,Technical Issue,Backend Team,2025-05-20 21:32:38
1313,18666,Repeated Issue,Legal,2025-05-20 15:26:06
1314,38294,Technical Issue,Legal,2025-04-27 08:31:15
1315,95388,Technical Issue,Legal,2025-04-15 08:02:36
1316,17325,Policy Exception,Legal,2025-01-11 04:38:29
1317,27417,High-value Customer,Backend Team,2025-03-09 20:27:56
1318,50629,Technical Issue,Supervisor,2024-12-31 18:58:15
1319,82079,Technical Issue,Backend Team,2025-05-18 13:25:37
1320,39728,Technical Issue,Legal,2025-05-11 03:54:47
1321,93060,High-value Customer,Backend Team,2024-12-31 19:09:43
1322,95435,Repeated Issue,Backend Team,2025-06-21 12:22:37
1323,77053,Policy Exception,Legal,2025-03-14 23:06:59
1324,18267,High-value Customer,Supervisor,2025-06-03 22:40:05
1325,96050,Repeated Issue,Supervisor,2025-05-22 06:11:41
1326,64927,Policy Exception,Supervisor,2025-04-24 22:35:00
1327,70439,Technical Issue,Legal,2025-02-22 20:59:39
1328,68287,Technical Issue,Supervisor,2024-12-27 08:34:05
1329,83848,High-value Customer,Legal,2025-04-06 03:05:51
1330,1853,Repeated Issue,Legal,2025-03-22 02:03:41
1331,54445,Repeated Issue,Supervisor,2025-06-11 02:44:08
1332,63570,Technical Issue,Backend Team,2025-05-06 02:29:29
1333,16764,Technical Issue,Backend Team,2025-04-28 12:19:25
1334,67381,Policy Exception,Supervisor,2025-04-26 06:32:59
1335,9325,Repeated Issue,Backend Team,2025-03-11 12:59:19
1336,35981,Policy Exception,Legal,2025-04-02 22:04:56
1337,10264,Repeated Issue,Legal,2025-04-26 06:10:51
1338,24975,Policy Exception,Backend Team,2025-02-08 04:11:20
1339,43345,Technical Issue,Supervisor,2025-02-12 07:08:22
1340,32879,Technical Issue,Backend Team,2025-01-29 12:34:31
1341,62351,Repeated Issue,Backend Team,2025-03-10 07:46:06
1342,61077,High-value Customer,Legal,2025-02-07 11:36:46
1343,83757,High-value Customer,Legal,2025-03-30 16:46:38
1344,75386,Policy Exception,Legal,2025-04-08 19:43:17
1345,93688,Policy Exception,Supervisor,2025-04-06 12:52:59
1346,27709,Technical Issue,Supervisor,2025-03-23 06:54:18
1347,92364,Policy Exception,Supervisor,2025-04-24 22:41:54
1348,13312,Technical Issue,Backend Team,2025-05-11 02:10:08
1349,20889,Policy Exception,Supervisor,2025-03-13 10:40:15
1350,11097,Policy Exception,Supervisor,2025-02-07 17:02:30
1351,51468,High-value Customer,Supervisor,2025-06-03 00:17:43
1352,75682,Repeated Issue,Backend Team,2025-01-16 13:56:18
1353,73893,High-value Customer,Backend Team,2025-05-15 22:37:24
1354,85499,Repeated Issue,Backend Team,2025-03-03 13:43:18
1355,1650,Policy Exception,Legal,2025-05-15 03:09:54
1356,87215,Repeated Issue,Backend Team,2025-03-24 21:10:20
1357,72945,Repeated Issue,Backend Team,2025-03-06 03:51:29
1358,24174,Technical Issue,Backend Team,2025-02-03 17:04:56
1359,1630,High-value Customer,Supervisor,2025-05-30 11:31:58
1360,72746,Technical Issue,Supervisor,2025-05-01 09:04:53
1361,32564,Policy Exception,Legal,2025-06-13 10:31:18
1362,36632,Policy Exception,Supervisor,2025-05-03 07:23:00
1363,14474,Repeated Issue,Legal,2025-04-27 07:39:59
1364,87315,Technical Issue,Supervisor,2025-01-11 10:53:50
1365,75231,Repeated Issue,Supervisor,2025-03-28 02:31:09
1366,79971,High-value Customer,Supervisor,2025-04-06 23:01:31
1367,79439,High-value Customer,Legal,2025-06-19 10:09:53
1368,89958,Technical Issue,Supervisor,2025-04-12 13:36:22
1369,76833,Policy Exception,Backend Team,2025-04-18 21:51:44
1370,33089,Policy Exception,Legal,2025-04-22 21:16:34
1371,1422,Technical Issue,Supervisor,2025-03-15 00:13:26
1372,28349,Technical Issue,Supervisor,2025-02-16 08:11:24
1373,97550,Repeated Issue,Backend Team,2025-03-06 18:04:40
1374,85767,Repeated Issue,Legal,2025-05-21 12:48:11
1375,41256,Technical Issue,Legal,2025-05-15 01:09:58
1376,81408,Repeated Issue,Supervisor,2025-03-14 17:17:44
1377,4132,Technical Issue,Backend Team,2025-02-15 11:40:15
1378,23558,High-value Customer,Backend Team,2025-06-03 08:01:13
1379,28528,Repeated Issue,Legal,2025-01-06 04:16:18
1380,19971,Policy Exception,Legal,2025-02-06 16:51:12
1381,39370,Repeated Issue,Supervisor,2025-02-02 09:25:41
1382,17021,Policy Exception,Backend Team,2025-02-25 13:34:53
1383,6788,High-value Customer,Supervisor,2025-04-08 05:47:03
1384,60321,Technical Issue,Legal,2025-05-27 22:13:21
1385,52927,Policy Exception,Supervisor,2025-01-31 10:37:24
1386,35506,Technical Issue,Backend Team,2025-06-22 11:02:21
1387,79681,Technical Issue,Backend Team,2025-04-15 15:15:01
1388,49080,Policy Exception,Backend Team,2025-05-25 19:46:32
1389,95045,Technical Issue,Backend Team,2025-01-17 20:11:54
1390,93146,High-value Customer,Backend Team,2024-12-27 05:49:30
1391,28133,Repeated Issue,Supervisor,2025-02-24 04:55:59
1392,23276,Technical Issue,Legal,2025-04-26 20:50:59
1393,47127,High-value Customer,Legal,2025-03-15 01:20:34
1394,92819,Technical Issue,Legal,2025-01-13 12:51:51
1395,71881,Repeated Issue,Legal,2025-05-06 16:08:46
1396,93966,Repeated Issue,Legal,2025-05-16 08:03:48
1397,34505,Technical Issue,Supervisor,2025-05-01 15:38:38
1398,88166,High-value Customer,Legal,2025-03-04 06:24:35
1399,93085,Policy Exception,Legal,2025-02-07 16:52:50
1400,48188,Repeated Issue,Supervisor,2025-03-08 07:13:01
1401,77461,Policy Exception,Backend Team,2024-12-25 19:58:52
1402,86096,Technical Issue,Legal,2025-01-28 03:56:13
1403,72844,Technical Issue,Backend Team,2025-01-10 16:08:23
1404,71993,Policy Exception,Supervisor,2025-06-19 12:59:44
1405,76713,High-value Customer,Legal,2025-01-31 02:05:03
1406,6817,Repeated Issue,Legal,2025-06-12 06:01:17
1407,27362,High-value Customer,Supervisor,2025-05-21 05:58:54
1408,52404,Technical Issue,Backend Team,2025-04-04 20:51:18
1409,58086,Policy Exception,Legal,2025-01-20 20:12:46
1410,88278,High-value Customer,Backend Team,2025-04-27 10:25:43
1411,99423,Policy Exception,Backend Team,2025-03-25 15:18:52
1412,88339,Policy Exception,Backend Team,2025-03-09 13:12:46
1413,24921,High-value Customer,Legal,2025-01-26 00:14:56
1414,2318,High-value Customer,Legal,2025-04-29 17:26:39
1415,70869,Policy Exception,Supervisor,2025-02-01 03:32:49
1416,32569,Repeated Issue,Supervisor,2025-04-28 07:37:10
1417,95050,Policy Exception,Backend Team,2025-03-22 16:13:35
1418,43044,Repeated Issue,Legal,2025-02-19 18:51:03
1419,72448,Policy Exception,Legal,2025-05-13 12:01:54
1420,62685,Repeated Issue,Legal,2025-01-05 23:05:36
1421,8928,Technical Issue,Legal,2025-02-15 12:28:15
1422,81228,Technical Issue,Supervisor,2025-06-16 05:24:50
1423,72594,High-value Customer,Legal,2025-01-14 23:35:18
1424,37032,Policy Exception,Supervisor,2025-03-14 15:10:27
1425,81907,High-value Customer,Backend Team,2025-02-09 17:28:52
1426,87744,High-value Customer,Legal,2025-05-14 09:54:28
1427,52282,Policy Exception,Supervisor,2025-04-10 04:57:05
1428,12038,Technical Issue,Backend Team,2025-05-30 15:32:46
1429,36407,High-value Customer,Backend Team,2025-01-06 18:32:23
1430,97087,Technical Issue,Legal,2025-05-27 04:56:31
1431,65777,Policy Exception,Legal,2025-02-24 16:45:20
1432,67647,High-value Customer,Supervisor,2025-05-10 00:36:59
1433,67380,Policy Exception,Legal,2025-06-02 14:19:07
1434,57266,Policy Exception,Supervisor,2024-12-27 15:03:34
1435,2456,Repeated Issue,Supervisor,2025-06-17 10:56:12
1436,99424,Technical Issue,Backend Team,2025-01-11 12:40:04
1437,9330,High-value Customer,Legal,2025-04-09 09:29:54
1438,85334,High-value Customer,Backend Team,2025-01-02 00:37:03
1439,67057,Policy Exception,Legal,2025-04-14 22:12:40
1440,79393,Repeated Issue,Backend Team,2025-03-21 15:10:46
1441,83284,Repeated Issue,Supervisor,2025-04-14 12:08:07
1442,1080,Repeated Issue,Backend Team,2025-06-02 19:38:06
1443,18032,Technical Issue,Supervisor,2025-01-17 03:54:34
1444,21449,High-value Customer,Legal,2025-04-02 10:10:01
1445,71300,Repeated Issue,Legal,2025-05-30 00:32:56
1446,95405,Repeated Issue,Backend Team,2025-05-19 15:05:15
1447,56079,High-value Customer,Supervisor,2025-06-18 18:13:55
1448,97983,Repeated Issue,Legal,2025-05-03 13:23:38
1449,13879,High-value Customer,Backend Team,2025-03-10 09:45:43
1450,75688,Technical Issue,Supervisor,2025-06-06 19:33:08
1451,56549,High-value Customer,Supervisor,2025-05-11 14:40:09
1452,25939,Policy Exception,Backend Team,2025-01-04 20:38:10
1453,69114,High-value Customer,Supervisor,2025-04-27 15:15:08
1454,55772,Policy Exception,Legal,2025-03-15 23:27:07
1455,52812,Policy Exception,Supervisor,2025-05-30 16:02:47
1456,78726,Repeated Issue,Backend Team,2025-02-07 14:19:38
1457,52072,High-value Customer,Legal,2025-01-14 17:48:46
1458,97333,Technical Issue,Supervisor,2025-01-30 22:26:51
1459,13622,Technical Issue,Legal,2025-05-30 14:56:49
1460,63265,High-value Customer,Legal,2025-02-03 05:58:22
1461,84607,Technical Issue,Legal,2025-05-11 20:56:33
1462,70263,Repeated Issue,Supervisor,2025-05-04 00:17:51
1463,53519,High-value Customer,Supervisor,2025-03-06 03:30:57
1464,19775,Policy Exception,Legal,2025-04-06 11:43:23
1465,47665,Repeated Issue,Backend Team,2025-06-18 21:31:19
1466,11669,Repeated Issue,Backend Team,2025-03-08 05:54:29
1467,99500,Technical Issue,Backend Team,2025-06-01 10:38:22
1468,37879,Policy Exception,Legal,2025-02-19 10:23:32
1469,8583,Policy Exception,Supervisor,2024-12-27 05:34:29
1470,55063,Repeated Issue,Backend Team,2025-06-03 01:41:29
1471,1379,High-value Customer,Legal,2025-03-15 09:01:40
1472,6221,Policy Exception,Backend Team,2025-06-05 03:18:50
1473,84777,High-value Customer,Supervisor,2025-06-20 10:53:18
1474,90342,Policy Exception,Backend Team,2025-02-27 11:25:01
1475,9177,High-value Customer,Supervisor,2025-03-10 22:58:09
1476,29804,High-value Customer,Supervisor,2025-06-08 06:31:04
1477,61748,High-value Customer,Backend Team,2025-05-20 03:06:43
1478,68826,Policy Exception,Backend Team,2025-01-02 19:13:07
1479,9818,Policy Exception,Legal,2025-05-18 10:14:40
1480,26092,Repeated Issue,Supervisor,2025-01-29 20:04:21
1481,70683,Policy Exception,Legal,2025-01-31 11:24:49
1482,5191,Repeated Issue,Supervisor,2025-01-15 19:05:41
1483,49754,High-value Customer,Legal,2025-03-10 00:17:02
1484,34119,Repeated Issue,Backend Team,2025-03-31 11:52:33
1485,63259,High-value Customer,Legal,2025-03-05 08:39:34
1486,7630,Technical Issue,Legal,2025-03-19 10:01:37
1487,58463,Repeated Issue,Legal,2025-02-16 16:03:14
1488,67203,Technical Issue,Legal,2025-06-20 06:36:36
1489,71328,Technical Issue,Supervisor,2025-06-15 22:37:45
1490,82286,Repeated Issue,Supervisor,2024-12-27 22:27:23
1491,56272,Repeated Issue,Supervisor,2025-06-15 05:30:30
1492,45828,High-value Customer,Backend Team,2025-02-20 18:14:19
1493,493,High-value Customer,Backend Team,2025-01-08 10:24:09
1494,55179,High-value Customer,Backend Team,2025-01-02 20:28:29
1495,1856,Policy Exception,Legal,2025-01-29 23:31:49
1496,67964,Technical Issue,Supervisor,2025-05-13 23:11:42
1497,42436,High-value Customer,Backend Team,2025-03-12 14:04:51
1498,52867,High-value Customer,Legal,2025-02-23 18:34:32
1499,11863,High-value Customer,Backend Team,2025-02-01 00:07:10
1500,309,Technical Issue,Backend Team,2025-06-17 11:24:14
1501,71342,Policy Exception,Supervisor,2025-02-12 18:40:07
1502,89456,Repeated Issue,Legal,2025-01-30 09:22:45
1503,51367,Repeated Issue,Supervisor,2025-05-18 03:23:42
1504,70422,High-value Customer,Legal,2025-05-30 14:49:37
1505,388,Repeated Issue,Legal,2025-05-29 12:47:05
1506,66226,Policy Exception,Legal,2025-04-11 09:25:10
1507,84470,Repeated Issue,Supervisor,2025-02-20 20:42:08
1508,70860,Repeated Issue,Backend Team,2025-03-04 02:51:29
1509,72728,Technical Issue,Supervisor,2025-04-10 20:22:16
1510,90551,High-value Customer,Supervisor,2025-04-21 15:27:38
1511,71075,Technical Issue,Supervisor,2024-12-31 00:44:12
1512,99347,Technical Issue,Backend Team,2025-06-17 02:05:33
1513,85195,Policy Exception,Legal,2025-03-29 18:39:02
1514,33097,Repeated Issue,Legal,2024-12-24 15:31:44
1515,67083,Repeated Issue,Backend Team,2025-04-12 13:13:01
1516,84926,Repeated Issue,Legal,2025-03-03 15:18:10
1517,72559,Repeated Issue,Supervisor,2025-02-05 03:11:09
1518,13156,Repeated Issue,Supervisor,2025-04-19 09:00:57
1519,36719,Policy Exception,Supervisor,2025-04-22 10:40:38
1520,95930,Policy Exception,Legal,2025-03-18 12:57:29
1521,28409,Technical Issue,Legal,2025-05-27 17:41:59
1522,83622,High-value Customer,Legal,2025-05-17 07:53:16
1523,75823,High-value Customer,Backend Team,2025-02-12 17:08:25
1524,47281,Policy Exception,Supervisor,2025-02-18 16:09:19
1525,85012,Technical Issue,Backend Team,2025-03-06 06:04:26
1526,78608,Technical Issue,Backend Team,2025-04-19 08:34:22
1527,21499,High-value Customer,Legal,2025-05-21 09:48:15
1528,70455,Repeated Issue,Legal,2025-06-03 15:11:12
1529,25449,High-value Customer,Backend Team,2025-03-19 17:53:39
1530,34056,Policy Exception,Supervisor,2025-02-05 16:09:15
1531,65914,Policy Exception,Legal,2025-02-19 14:36:15
1532,95553,Policy Exception,Backend Team,2025-03-02 22:18:41
1533,53681,Policy Exception,Supervisor,2025-06-10 04:39:13
1534,91604,Policy Exception,Backend Team,2025-01-02 00:43:53
1535,77731,Policy Exception,Legal,2025-01-31 03:28:28
1536,78331,High-value Customer,Supervisor,2025-02-13 03:30:07
1537,75217,High-value Customer,Supervisor,2025-06-08 11:19:42
1538,28073,High-value Customer,Legal,2025-03-07 19:29:07
1539,34012,High-value Customer,Legal,2025-02-24 23:38:13
1540,88440,Policy Exception,Supervisor,2024-12-26 08:23:29
1541,16298,Technical Issue,Supervisor,2025-03-19 20:07:39
1542,49745,Policy Exception,Backend Team,2025-01-14 19:53:35
1543,47105,High-value Customer,Legal,2025-04-04 02:37:24
1544,15919,Policy Exception,Supervisor,2025-06-18 17:43:53
1545,91099,High-value Customer,Backend Team,2025-04-09 00:06:17
1546,64395,Technical Issue,Legal,2025-06-17 21:02:32
1547,63524,Repeated Issue,Legal,2025-03-26 23:21:57
1548,98293,Policy Exception,Legal,2025-03-24 05:12:16
1549,43625,High-value Customer,Legal,2025-02-24 13:37:27
1550,31243,Policy Exception,Backend Team,2025-04-23 20:09:35
1551,90251,Technical Issue,Backend Team,2025-03-26 06:23:48
1552,88870,High-value Customer,Backend Team,2024-12-28 07:34:16
1553,74259,Technical Issue,Supervisor,2025-06-13 23:57:16
1554,19154,High-value Customer,Supervisor,2025-06-13 02:03:56
1555,29545,Repeated Issue,Supervisor,2025-04-27 10:37:34
1556,71883,High-value Customer,Backend Team,2025-03-12 09:27:39
1557,54322,Policy Exception,Backend Team,2025-01-29 07:05:56
1558,10187,Repeated Issue,Backend Team,2025-01-23 20:43:00
1559,99254,Policy Exception,Backend Team,2025-05-30 13:19:56
1560,43280,Repeated Issue,Supervisor,2025-01-08 18:14:18
1561,22874,Technical Issue,Backend Team,2025-03-13 08:37:49
1562,87115,Technical Issue,Legal,2025-06-16 11:00:41
1563,41237,High-value Customer,Supervisor,2025-03-26 09:53:00
1564,50166,Repeated Issue,Legal,2025-03-21 11:20:50
1565,29478,High-value Customer,Backend Team,2025-01-18 16:55:19
1566,97113,Technical Issue,Legal,2025-04-02 02:29:12
1567,21981,Repeated Issue,Legal,2025-06-20 03:51:16
1568,31282,Technical Issue,Backend Team,2025-01-26 12:13:58
1569,96126,Technical Issue,Supervisor,2025-01-28 02:32:52
1570,96947,Technical Issue,Legal,2025-05-23 23:45:52
1571,79735,High-value Customer,Supervisor,2025-05-29 08:24:49
1572,30287,High-value Customer,Legal,2025-04-01 09:09:22
1573,61211,Policy Exception,Backend Team,2025-01-25 17:31:41
1574,97925,Repeated Issue,Legal,2025-02-20 08:42:19
1575,16011,Technical Issue,Legal,2025-04-23 15:11:45
1576,89946,Technical Issue,Supervisor,2025-06-09 14:53:54
1577,93528,Policy Exception,Legal,2025-02-17 02:53:20
1578,96252,Policy Exception,Legal,2025-01-31 13:39:10
1579,50868,Repeated Issue,Legal,2024-12-25 12:14:38
1580,56733,High-value Customer,Supervisor,2025-01-09 17:24:18
1581,22595,Policy Exception,Backend Team,2025-04-30 02:30:02
1582,95978,Policy Exception,Backend Team,2025-05-09 22:29:45
1583,56803,Repeated Issue,Legal,2025-06-21 01:12:25
1584,44751,Repeated Issue,Backend Team,2025-03-20 16:39:12
1585,87172,High-value Customer,Backend Team,2025-02-15 02:47:17
1586,29682,Repeated Issue,Legal,2025-01-15 16:03:48
1587,81902,Policy Exception,Backend Team,2025-05-13 18:57:07
1588,64303,Technical Issue,Backend Team,2025-01-14 20:32:45
1589,64512,High-value Customer,Legal,2025-03-08 11:52:34
1590,98413,High-value Customer,Backend Team,2025-03-05 07:10:39
1591,61736,Repeated Issue,Backend Team,2025-02-07 14:33:19
1592,93397,High-value Customer,Supervisor,2025-06-11 13:08:32
1593,19578,High-value Customer,Backend Team,2025-06-20 05:34:47
1594,61123,Policy Exception,Supervisor,2025-01-17 22:17:38
1595,51165,High-value Customer,Supervisor,2025-05-25 06:12:11
1596,57527,High-value Customer,Backend Team,2025-01-08 10:38:36
1597,72687,Technical Issue,Backend Team,2025-03-28 23:47:47
1598,47797,Policy Exception,Backend Team,2025-02-08 23:49:22
1599,30728,Technical Issue,Backend Team,2025-02-08 14:11:47
1600,92589,Policy Exception,Backend Team,2025-01-13 17:56:25
1601,3231,Policy Exception,Backend Team,2025-02-24 19:33:59
1602,55949,High-value Customer,Legal,2025-02-02 13:22:06
1603,65281,Repeated Issue,Supervisor,2025-05-15 05:14:03
1604,27320,Repeated Issue,Legal,2025-05-27 01:33:05
1605,57264,Policy Exception,Backend Team,2025-05-20 07:40:00
